Cluster_ID,Categoria_Nombre,Title,Link
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)","Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)","The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Pectin methylesterification impacts the relationship between photosynthesis and plant growth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902601/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",NADPH oxidase activity is required for ER stress survival in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)","Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)","Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Development and characterization of two porcine monocyte-derived macrophage cell lines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Evaluation of in vitro macrophage differentiation during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)","Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Regulation of plant gravity sensing and signaling by the actin cytoskeleton.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8716943/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Stem Cell Health and Tissue Regeneration in Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988870/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Microgravity Reduces the Differentiation and Regenerative Potential of Embryonic Stem Cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7998608/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Spaceflight Modulates the Expression of Key Oxidative Stress and Cell Cycle Related Genes in Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8396460/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",Utilization of single‚Äêimage normalized difference vegetation index (SI‚ÄêNDVI) for early plant stress detection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/
0,"Biología Espacial y Humana (plant, cell, stress, stem...)",The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Dichotomous effects on lymphatic transport with loss of caveolae in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts‚Äô Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/
1,"Tema Específico: effects, effects spaceflight, spaceflight (effects, effects spaceflight, spaceflight, mice...)",Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Microgravity validation of a novel system for RNA isolation and multiplex quantitative real time PCR analysis of gene expression on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5587110/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)","Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)","Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)","Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)","International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)","Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/
2,"Tema Específico: international space station, international space, station (international space station, international space, station, space station...)",Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/
